                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.8896,                  8.312,                 3.1675,                      0,                      0,                      0,                      0,                 6.2091,                 8.3095,                 3.0881,                      0,                      0,                      0
                      2,                 6.0978,                 8.2173,                 2.9697,                      0,                      0,                      0,                      0,                 6.1878,                 8.3095,                 3.0679,             1.2875e-05,             1.2875e-05,             1.2875e-05
                      3,                 5.7561,                 8.3626,                 2.7215,                      0,                      0,                      0,                      0,                 6.0575,                 8.3087,                 3.0175,             2.2921e-05,             2.2921e-05,             2.2921e-05
                      4,                 5.5025,                 8.1331,                  2.653,                      0,                      0,                      0,                      0,                  5.857,                 8.3067,                 2.9244,             3.0138e-05,             3.0138e-05,             3.0138e-05
                      5,                 7.8343,                 8.4117,                  2.963,                      0,                      0,                      0,                      0,                 5.6461,                 8.3039,                 2.8473,             3.4525e-05,             3.4525e-05,             3.4525e-05
                      6,                 7.4062,                 8.3517,                  2.879,                      0,                      0,                      0,                      0,                 5.4696,                 8.3011,                 2.7601,             3.6082e-05,             3.6082e-05,             3.6082e-05
                      7,                  5.207,                 8.0833,                 2.6751,                      0,                      0,                      0,                      0,                 5.4013,                  8.299,                 2.7068,              3.481e-05,              3.481e-05,              3.481e-05
                      8,                 4.6475,                 8.0155,                 2.3284,                      0,                      0,                      0,                      0,                 5.3449,                  8.296,                 2.6712,             3.0709e-05,             3.0709e-05,             3.0709e-05
                      9,                 4.8043,                  8.176,                 2.3601,                      0,                      0,                      0,                      0,                 5.2883,                 8.2939,                 2.6489,             2.3779e-05,             2.3779e-05,             2.3779e-05
                     10,                 4.9029,                 7.9431,                 2.3482,                      0,                      0,                      0,                      0,                 5.2497,                 8.2933,                 2.6365,             1.4018e-05,             1.4018e-05,             1.4018e-05
