                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.7501,                 8.3437,                 2.7977,                      0,                      0,                      0,                      0,                 6.2024,                 8.3089,                  3.089,                      0,                      0,                      0
                      2,                 5.8782,                 8.2815,                   2.71,                      0,                      0,                      0,                      0,                 6.1658,                 8.3079,                 3.0646,             1.2875e-05,             1.2875e-05,             1.2875e-05
                      3,                 6.6714,                 8.4261,                 2.7236,                      0,                      0,                      0,                      0,                 6.0664,                 8.3043,                  3.031,             2.2921e-05,             2.2921e-05,             2.2921e-05
                      4,                 5.2188,                  8.214,                 2.6252,                      0,                      0,                      0,                      0,                 5.9254,                  8.301,                 2.9555,             3.0138e-05,             3.0138e-05,             3.0138e-05
                      5,                 5.5091,                 8.1645,                 2.4454,                      0,                      0,                      0,                      0,                 5.7455,                 8.2967,                  2.885,             3.4525e-05,             3.4525e-05,             3.4525e-05
                      6,                 4.8582,                 8.1664,                 2.3424,                      0,                      0,                      0,                      0,                 5.5036,                 8.2921,                  2.803,             3.6082e-05,             3.6082e-05,             3.6082e-05
                      7,                 4.9625,                 8.1543,                 2.4809,                      0,                      0,                      0,                      0,                 5.3779,                 8.2889,                 2.7322,              3.481e-05,              3.481e-05,              3.481e-05
                      8,                  5.058,                 8.1808,                 2.3771,                      0,                      0,                      0,                      0,                 5.2869,                 8.2848,                 2.6746,             3.0709e-05,             3.0709e-05,             3.0709e-05
                      9,                 5.4296,                 8.2287,                 2.4431,                      0,                      0,                      0,                      0,                 5.2504,                  8.282,                 2.6498,             2.3779e-05,             2.3779e-05,             2.3779e-05
                     10,                 4.9863,                 8.0721,                 2.3784,                      0,                      0,                      0,                      0,                 5.1857,                 8.2806,                 2.6335,             1.4018e-05,             1.4018e-05,             1.4018e-05
