                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.3043,                 8.3021,                 2.7015,                      0,                      0,                      0,                      0,                 6.1955,                 8.3095,                 3.0893,                      0,                      0,                      0
                      2,                 5.5691,                 8.2097,                 2.7176,                      0,                      0,                      0,                      0,                 6.1108,                 8.3097,                 3.0406,             1.2875e-05,             1.2875e-05,             1.2875e-05
                      3,                 5.2816,                 8.1792,                 2.6555,                      0,                      0,                      0,                      0,                  5.983,                 8.3095,                 2.9616,             2.2921e-05,             2.2921e-05,             2.2921e-05
                      4,                 5.4279,                 8.2691,                 2.5533,                      0,                      0,                      0,                      0,                 5.7744,                 8.3084,                 2.8873,             3.0138e-05,             3.0138e-05,             3.0138e-05
                      5,                   5.39,                 8.2074,                 2.5715,                      0,                      0,                      0,                      0,                 5.5941,                 8.3064,                 2.7853,             3.4525e-05,             3.4525e-05,             3.4525e-05
                      6,                  4.958,                 7.9477,                 2.4906,                      0,                      0,                      0,                      0,                 5.4356,                 8.3045,                 2.7105,             3.6082e-05,             3.6082e-05,             3.6082e-05
                      7,                 4.8789,                  8.019,                 2.3209,                      0,                      0,                      0,                      0,                 5.3728,                 8.3018,                  2.675,              3.481e-05,              3.481e-05,              3.481e-05
                      8,                 4.8107,                 7.7904,                 2.4268,                      0,                      0,                      0,                      0,                  5.338,                 8.2972,                 2.6426,             3.0709e-05,             3.0709e-05,             3.0709e-05
                      9,                 4.3566,                 7.7307,                   2.44,                      0,                      0,                      0,                      0,                 5.2954,                 8.2937,                 2.6212,             2.3779e-05,             2.3779e-05,             2.3779e-05
                     10,                 4.8595,                 7.9349,                 2.2727,                      0,                      0,                      0,                      0,                 5.2513,                 8.2906,                 2.6024,             1.4018e-05,             1.4018e-05,             1.4018e-05
