                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.8729,                 8.3762,                 2.9396,                      0,                      0,                      0,                      0,                 6.2037,                 8.3123,                 3.0794,                      0,                      0,                      0
                      2,                 6.2561,                 8.3539,                 3.5061,                      0,                      0,                      0,                      0,                 6.1325,                 8.3122,                 3.0391,             1.2875e-05,             1.2875e-05,             1.2875e-05
                      3,                 6.0401,                 8.4198,                 2.8646,                      0,                      0,                      0,                      0,                 5.9652,                 8.3094,                 2.9698,             2.2921e-05,             2.2921e-05,             2.2921e-05
                      4,                 6.5744,                 8.3626,                 3.0219,                      0,                      0,                      0,                      0,                 5.7349,                 8.3055,                 2.8702,             3.0138e-05,             3.0138e-05,             3.0138e-05
                      5,                 5.4454,                 8.2993,                 2.9916,                      0,                      0,                      0,                      0,                 5.5527,                 8.3021,                 2.7916,             3.4525e-05,             3.4525e-05,             3.4525e-05
                      6,                 5.0916,                 8.2996,                 2.5742,                      0,                      0,                      0,                      0,                 5.4111,                 8.2917,                 2.7286,             3.6082e-05,             3.6082e-05,             3.6082e-05
                      7,                 5.1916,                 8.2409,                 2.9815,                      0,                      0,                      0,                      0,                 5.2737,                 8.2871,                 2.6712,              3.481e-05,              3.481e-05,              3.481e-05
                      8,                 5.3484,                 8.1115,                 2.3821,                      0,                      0,                      0,                      0,                  5.157,                 8.2819,                 2.6235,             3.0709e-05,             3.0709e-05,             3.0709e-05
                      9,                 5.0604,                  8.259,                 2.7114,                      0,                      0,                      0,                      0,                 5.0815,                 8.2756,                 2.5953,             2.3779e-05,             2.3779e-05,             2.3779e-05
                     10,                 4.6911,                 8.1345,                 2.6737,                      0,                      0,                      0,                      0,                 5.0215,                 8.2761,                 2.5699,             1.4018e-05,             1.4018e-05,             1.4018e-05
